company,job-title,location,posting-link
ROHDE & SCHWARZ GmbH & Co. KG,Wireless Development Engineer,"Hillsboro, OR",/rc/clk?jk=3926d9671f724ba5&fccid=b5c03f369c8d2b82&vjs=3
The Standard,Actuarial Developer,"Remote in Portland, OR 97266",/rc/clk?jk=d7b494f7a1fbb2fd&fccid=987bded2d477dc2b&vjs=3
Oregon State University,Faculty Research Assistant,"Corvallis, OR 97331",/rc/clk?jk=0760d6a4c672ebbb&fccid=f08351abc513c21b&vjs=3
Oregon State University,CEOAS Research,"Corvallis, OR 97331",/rc/clk?jk=bb66d169c9756621&fccid=f08351abc513c21b&vjs=3
BlackRock,"Associate, Software Engineer, Applications","San Francisco, CA 94105 (Financial District/South Beach area)",/rc/clk?jk=4bea1926012db379&fccid=58c732f14833248a&vjs=3
Wells Fargo,2024 Analytics & Data Early Career Development Program,"San Francisco, CA",/rc/clk?jk=ecd4f2fe53a63fc0&fccid=78bbcd26e39621f5&vjs=3
Apple,Software Development Engineer,"San Francisco, CA",/rc/clk?jk=c79d116f878eafc2&fccid=c1099851e9794854&vjs=3
University of California Berkeley,Research Associate (7398U) - 58965,"Berkeley, CA 94720",/rc/clk?jk=3e5a317d6dbee60a&fccid=db52f1353185d77b&vjs=3
Celandyne Software Solutions,Python-Developers,"Santa Clara, CA 95050",/rc/clk?jk=e004e922fdd74fe6&fccid=9f95445de55b4b50&vjs=3
Cisco Meraki,"Full Stack Engineer, Analytics","Remote in San Francisco, CA",/rc/clk?jk=1e56b4d35846a8b0&fccid=225e8490f1c5921b&vjs=3
Finix Payments,Support Engineer,"San Francisco, CA",/rc/clk?jk=f3bd1a4133e9040c&fccid=c2ac0f82c1826d11&vjs=3
DataMinds Services,Data Scientist,"Remote in San Francisco Bay Area, CA",/company/DataMinds-Services/jobs/Data-Scientist-1b68fef69182fec7?fccid=be4d3b90026bc9bb&vjs=3
Paramount+,Full-Stack Software Engineer,"San Francisco, CA 94107 (South Of Market area)",/rc/clk?jk=ded924e39f1fd2a2&fccid=30cb52ad6dd37131&vjs=3
NimbleRx,Data Analyst,"Redwood City, CA",/rc/clk?jk=48ac50800567890d&fccid=9abfea0a4ca7a9c4&vjs=3
"Ample, Inc.",Software Test Automation Engineer (Python / HIL),"San Francisco, CA 94107 (Mission Bay area)",/rc/clk?jk=8f70468c9299cc94&fccid=2b2b33a71bfbedfd&vjs=3
Complete,Founding Full-Stack Engineer,"San Francisco, CA 94103 (Mission area)",/rc/clk?jk=f0acb6290dbe44a6&fccid=cac4464538d91297&vjs=3
TargetCW,Talent Acquisition Data Scientist,"Remote in San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0A6TktYCN0VG50lat1bxG6ZYGRoV5Av1OVF6J5hGgtfkbuLupBOf1hB4AfOK0qYtBcdKI9ebBYEbaK1s7NrbAE0aZqeej8bvW5IOwDwBwGBmFVKZqIVgSuMnA5uZJZGifNzYenrWc-EaKM5ZjTAB4aqeFYOVO4vWXJvZw6cU1BPwMBBMtlxMjTF7Ea06R4SpUErq51IMKFWV_l_-eCdI6pUhpt-B1KYuGm_56FUDQMerol82AbD0SfzRxbUqqOiMhD_82XPy0_nAyi4j1y-SqV3l70VNqq3Ju79-7WPCJafK_RP1KmSns9FrLheeCoMnUdvj6CLMy3HcCg7dzWeTx0rNxf_rHl0_aQXE3RljKlaye40fv-uivChkYmTKfUcgwoJ5WFyD_W5TpqdZq5mzzmFQL15EsYbpRqiDXY_bFfRPS3I_f5wIGlvxpT9RQwWF0-KNM1HfrevADXYtLJeqJEI0fBKFs8pqc8FT3UfzjFr1siSWV0W7CllJXF7qe0z4WP2q8fG7z1OGP_aUyD4SfZr3IjebBXJExKH4r7Jye3iaRnsjfn3fOYGk-yWiRzhblzFBWCgTFpUWgq2LEYT9IzjiPG5InVxxy1FcyaIZqee-VcJdy8GSDv-iaT-1rYDaMn9dusxXrOlTEf_FbyG1Qu6_PjqeZ0ai1sQsOtwfr_cVQUQewlxK4iJ4a1-TuE-uaIzAbAlIgSq1yvHSU29bm5MuKrNdy-kfvvx5a_PKNXEXVw85Vz-WcPMwfIRYHK0k-8c_cqW8sOB9cGj-Q9YOnNzyAHQrITu_O47H4SUhiRFqG5dKFObVYK_42ooB_ddjm-yPXCLAlHPJ0slFkoHdK4UI9oi-3ETvjQ=&xkcb=SoAG-_M3IEwT1Xxjy50FbzkdCdPP&p=14&fvj=0&vjs=3
IBM,Backend/Full Stack Developer,"San Jose, CA 95101 (North Valley area)",/rc/clk?jk=0726603bae4cdcb2&fccid=de71a49b535e21cb&vjs=3
NVIDIA,Accelerated Computing Architect - New College Grad 2024,"Santa Clara, CA",/rc/clk?jk=852fdd36ad41a939&fccid=c267f29f0f85e8b8&vjs=3
Apple,Safari/Webkit Screener,"Cupertino, CA",/rc/clk?jk=ae89046571de3e91&fccid=c1099851e9794854&vjs=3
SpaceX,Software Infrastructure Engineer (Starlink),"Sunnyvale, CA",/rc/clk?jk=1f13522de9c27f51&fccid=8bc01be85b97ce0d&vjs=3
Activision,Staff Data Analyst,"San Francisco, CA",/rc/clk?jk=916906ab8bac4c0f&fccid=71147e0539a0a1b7&vjs=3
Cadence Design Systems,Software Engineer (New College Grad 2024),"San Jose, CA",/rc/clk?jk=0ca77a8d7e96b864&fccid=391006290e845887&vjs=3
Tesla,"Data Analyst, Semi Truck","Palo Alto, CA",/rc/clk?jk=a640d628e14e5bec&fccid=86e9be6ce380173e&vjs=3
Everlaw,Software Engineer,"Hybrid remote in Oakland, CA",/rc/clk?jk=7efc7bfb75cb6f28&fccid=52cb610671fa4da9&vjs=3
Mattson Resources,ETL QA Data Analyst-REMOTE - 20455,Remote in California,/pagead/clk?mo=r&ad=-6NYlbfkN0DoFs6WlAcF-9rlb0mQNJgEdO4ygxmYB9kVlugPervFNH7Blm4QjMVar_GZ04ku4eMtCC0Exjt8Tm-ReS2kmvtZ9JwLaig-lZH8ua_k6j01yEiwHV7Q2IhL2_rctvQoUwoGNY5kNEPCzAC6QviHFmCNIpe7ejDFjAOsTmLDHgiVpZSfY1dTsHi9jEkDh7hbJjVY8OiDwgU84dHLnlqQ8y4aqxKg1cTl1WTV-eS_IEOyZ-vW4M6t5FVs_SWNOL56lV-mStliqSqjCv0M27TZMP5ViPVaTAYfCYhQLCMoC58hxdcXhdSsk4F_3MSa8oHkrx76RP0xBGBMRpbP9I6UFno2sVLQX0fFsbzU8VkYXGtP2uTlu2LqymP32t2GH-2TJ0rC6a7ztYcFcE6cLXOLOJYA7yrvkstClqgQTEs3OHpF8TdFQjtJN0qgMAXtkZCR6Wpe8b7An_AdtQCROQKxV_-BLGBq6jZ2mQ7Sb4DrTgUkMcppXIGQlBRG9x2qjKKF_YM9phB8ziPzFmBM6iij_WcfhNbQt1Nojex2HUBKcSS1qAP7VGJDnmhbB588r8QQZCMHkYxkHdy9PXJzQBRvIGvCchKl2zyNUCJiKMt8MdhUf81CTVW2vXaAF4J5AmIxIsUUoyfarilXcfXE7L4QAQmh&xkcb=SoB6-_M3IEwTHm2k7p0LbzkdCdPP&p=0&fvj=1&vjs=3
iCode Palo Alto,After School Instructor (Part-time),"Palo Alto, CA 94301 (Community Center area)",/pagead/clk?mo=r&ad=-6NYlbfkN0CtlCdohHBCkcQMrT8kwLzCIaDkHay2PnpdmY4_V6i0ML6h12Sy3x3WU3l59StxAI9QGlpr_53AIXAGYe9qevbnoz46YjhEm_PvDKs_twD92umIyjA5QQ8l2-q7zKLQR0JRMSmGiXVThXmpA0pgNTqH0cp_1eUaTOh1TMDGfQX6y52SqDKc0KRDvGPpOuO-zEjFXGgi8NoDkrTWHFEbjWVGQgGuCS0dJfp2cZCncEH0Jlgqn2C-CGk5ug35OaYSuQIvxrnxZH_ZH5tTOd8YPDs-8lxTc2OqLOjEqHSd8GU6mYtiDfg4dXHCtfalyY7RyNeoBEiAqyc1iBogTWWUG6UR9Ib-u278Ni_m4TR1jCHhrSI5mc-LrHmzFCZ67jg2gXBYzPLrvkICxcRqUGql7TF37XUnYauy4q9z3nnvEn5_v7EI5fuzmfKBGT5d2QO_CTzDslKu8aK0BbaTSR4W3TWmJbU2tqrmTpA-2uoaT3qpQcjCGAqYcDl_UfBDPdz6DnLPTvUTDG_RwDX7CIsAU6Rxy08OPdJiQM7UnmOcOTY33XQrnaaRQwDymsy4zpSnHyO7O6mcF7BrUjbkgCh1FbpzZ05tqv93u0NGo9Skufd46ij8NiS1IPNl&xkcb=SoDn-_M3IEwTHm2k7p0IbzkdCdPP&p=3&fvj=1&vjs=3
CyberCoders,Generative AI Engineer,"Hybrid remote in Menlo Park, CA 94025",/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4er3NdtzBPzLm4r97xguXn0FClfFz8yaWya9KCRJ2s2Zfb_Z2SVEQh_epKdToa7xblaoS7hHn2dPslB-ETWY4SLnewnC3EWldfMocW0_zVo-0tQ18O02D8r9pTO2j8LjcGWRRIqQlYqNdbjEOYfbF2uet6bRK_5wLF6AJLiv5Db_yp4oIbmcSrCnCy5-6-AIBEJWNUqjFTFjMBOI-DC1X0amUnjgVKsi8uRTXZwZFj3Mj9yjBKZu0sjAljM6lrejrL4vej_4tRfXuleP9rK7GR9x_k-6weypvxc2JLaPBCQtZ-svzizSu49m3YdttNHZaEpDiyqoJmnirZP-xkIcGZkx4uzMV-Mqhm1LuBmS1o-pfIGS3B1K6twMTUF1Ea6C7mBuvyiYQBiTrZGYIxUn6cN20fc8bTI2wxo1zLJEiNxXZzzsJbjUrWjy-douL690rOBWPZZX7XCbdnmP2DViqEznS7WiPfmKjCf0zdHzfROjLBHGvHZvPnVZqXkO_zniviNLZfSdU7Bu-RMAf-nwibmATC0RSbyY7dSNaFkQrrtsHzs5bWxdOhXawNYgixU92rLfCBJEUN54rUMKSKg5AgL-DifETizjEj1JJXiV4C6X2yWsflRFqPud4oB5JzMHB_XnaRMezZEE55JptdDTUiY5cx4XCQ7tYMrdF_XP1PBlZADfOPZT3QozHj13aYVkqyunHitRzyRR6tvORmz3LNh0caLD4g9CRg3cpTuTZx1YRiyTb6MlEavoillg3WUzPZ8rAUzQWeVrtO-9LUYLSeXnEh6nlj2mAVB9pgyA-52wyHZ_HQFBQvWzeQkYsrWSMQEZmxmUm4bP-PrFmRF8n7-fMBD7nMOuMIDXbFsFZm86MQpygxa4cslc3wx92jytTYi1I_yg2mB8X-5mQ_aYMjCNAS32FpDlSz4lBb0I4Dv0t__qiNRzsmo0YGCiqaDrWUsTSPz-mS72XWpd0tW7n-_-sR226aAkEdCVJ3fNey-Z3RiMzFimLZjlnNR8hr1ZSJU9ep_s7a1VRGk5_I00Gp-JzTFZg3T2rSw-A8W1gFmQY3Y0-xOlUI8hKPsHYIzufNpYeppiSKS3EfVbGZ2uLAB6AxjBkho3S3SijkKVb-Wfo9bER1yujjKdHjFOCqxy8CDphuLtrcNh6HT_XRQHHYWGlVSRqsZ6o_w==&xkcb=SoDY-_M3IEwSzg3I6B0FbzkdCdPP&p=14&fvj=0&vjs=3
CyberCoders,Generative AI Engineer,"Hybrid remote in Menlo Park, CA 94025",/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4er3NdtzBPzLm4r97xguXn0FClfFz8yaWya9KCRJ2s2Zfb_Z2SVEQh_epKdToa7xblaoS7hHn2dPslB-ETWY4SLnewnC3EWldfMocW0_zVo-0tQ18O02D8r9pTO2j8LjcGZEwLjZDbzmSXn8ZAHE0Na3VMsjKe979DDanSSGM30arn7uEnGFxWWTkU7a-Hs-2DIFEW8K-Yxfa0S1QxRMDV7JUj9wXy1vTVvfnaEYdYFIknYEbnQXcO5S9InWJ4ovBoCQ2idMiEo678y1xvszQHmTei6g9NttE9Oft55839v58xkHurIvE1WRWbvddcT8_NL_eo4MnQdU3twOwUrFihZMgrDkqZ7Db7FUlI44MsOWtFjmavX7udjokXvksFTxHuynEI8jiMlW6YRjpDxgYMvayQzc0LiA1-IpnPBJWb1dTmp2K8zmnEOnLtFLJpqJRlya2ao1QIvXoQ_Xr1iuUoAtuTQVO-H8fdkTZyEae0BPwN4lWn2XUs0x1ncgf__Tyh8S2E7dJUOO5EvYCZzxiTUuChTADj_lloHvvnnIFInMjTKuuuqCsLbOk3DQo6M-EFF6x7fql-wFmrxC1Ann02P81oPtwopZ-ggdo2XDF-RSrd2xvWl8RRgN0vIStoa7lbj1MqJKy_HAHHaLtGoChhov8w_qekkj6yg_2sx6NpPB3i3WDMS6Y_PIB257OOcltL1X04_j1s3uocqfIFNVl9EJv69t_7QTKRZm4aFilgR5YL9NEKMRpHP9Uo0yDImaJEBy2NyFDgtZJPSbz2Qs1lyW6j6Z5YhRN4ZZcPzpXJshaaaJ9bm08Ok7WjU1dOdzgry9k6sgnQd0wDSNW5RfC9VocEElfJhIM3nqADj7AnlliEVAxsgZpn6CK3KViqp2K_lLFVlJbtMk2WuqEYE-mxM4-fGPs23z4Dfv4rFBGRsN3qGmf052l33rIdrOaf8s0hzUwERLZa7CTbSxFMzS854f0eraoXE4wQ5-UrLZuHlvzC8_ToIR4-T9OEue7yQFWfRMoLTdT_7pENZObCO_bp7Z1ylGV_1waqdivMPkSDKvL9L9F1gg7CpNebSztqK3HISZoC8pd8fXOGM_8vncFB9NKY37GZiDSyiIf2wRQKHRXgUDyqFKQ2_RRW-wQox0p6CnzPE8yvkOnoEO4ryQx4OJ44SCTMwhKUA==&xkcb=SoD5-_M3IEwSvTXI7Z0KbzkdCdPP&p=1&fvj=0&vjs=3
Tesla,"Software Engineer, Robot Software Engineering","Fremont, CA",/rc/clk?jk=abfcfd325e85d3e7&fccid=86e9be6ce380173e&vjs=3
iCode Palo Alto,After School Instructor (Part-time),"Palo Alto, CA 94301 (Community Center area)",/pagead/clk?mo=r&ad=-6NYlbfkN0CtlCdohHBCkcQMrT8kwLzCIaDkHay2PnpdmY4_V6i0ML6h12Sy3x3WU3l59StxAI9QGlpr_53AIXAGYe9qevbnoz46YjhEm_PvDKs_twD92umIyjA5QQ8l2-q7zKLQR0JRMSmGiXVThXmpA0pgNTqH0cp_1eUaTOh1TMDGfQX6y52SqDKc0KRDGroJWBrkTczRQKJq9m96_cD1FvEcGXqYq5WVAvkADyuE41jaXLL9DYC3IUJbfUEaVZZw20LXtyxkHpkqj0BbOrNeIRu1-n86xcwczYK8DrVKYyRdu39nTwyjVo_jgU3Jwrr29A5t_rrJ0l_2nQ97-qRQfmmnmKSh5O2LkZNem20fk-0pu1Udo8SSHt1Ami9uqxHIjsEfs_39QoiiSW-vzWDViPaJAJklWvYo9ugaNUj2zgA975vEOsvE9NZfsnA2axqJRYI7OkD3wuhz_ZPFUM7pH68eP77LoDJ8JEUy5rs7-EtIOQ9cMWDSxVxMYDLhXWtYZ_e6j3NIrVrhTa7XUdksfzslhfD3jCE8XIUZS4yKsGuAS5Ae5vT1xzM6mOUDu2O4bL-ttIk-JvbisoRCsxRteMJA0feYs26b9_TBhGe1NV8E5e-V10NSYc3SgedH&xkcb=SoDQ-_M3IEwSvTXI7Z0IbzkdCdPP&p=3&fvj=1&vjs=3
Salesforce,Senior Software Engineer,"San Francisco, CA (Financial District/South Beach area)",/rc/clk?jk=060ed8d6978c63d8&fccid=4027cfd917e1ee29&vjs=3
NVIDIA,"Solutions Architect, WWFO - New College Grad","Santa Clara, CA",/rc/clk?jk=7600b06d995a8bd0&fccid=c267f29f0f85e8b8&vjs=3
Apple,Accessibility Software Automation Engineer,"Cupertino, CA",/rc/clk?jk=8a3e514261af9f91&fccid=c1099851e9794854&vjs=3
University of California Berkeley,Staff Research Associate 1 (9613C) - 60183,"Hybrid remote in Berkeley, CA 94720",/rc/clk?jk=e8d04e2d67492e11&fccid=db52f1353185d77b&vjs=3
TikTok,Software Engineer Graduate (Monetization Technology - Business Integrity - Customer Experience) - 2024 Start (BS/MS),"San Jose, CA",/rc/clk?jk=bf086a647de67653&fccid=caed318a9335aac0&vjs=3
January,Gen AI Engineer,"Menlo Park, CA",/rc/clk?jk=159c4f5ccac8d3d9&fccid=27673666227bd960&vjs=3
Astranis,Power Electronics Associate (Fall 2024),"San Francisco, CA 94107 (Dogpatch area)",/rc/clk?jk=7ce2da7b69acab64&fccid=bc11c7f77a065fb8&vjs=3
Apple,Software Developer Test - CoreLocation,"Cupertino, CA",/rc/clk?jk=47fb32bb62df4281&fccid=c1099851e9794854&vjs=3
NVIDIA,Security Architect - New College Grad 2023,"Santa Clara, CA",/rc/clk?jk=43921ff55b9e8880&fccid=c267f29f0f85e8b8&vjs=3
Johnson & Johnson,"R&D Engineer III, Systems and Robotics","Redwood City, CA",/rc/clk?jk=7db3e5e54689db18&fccid=0bed8e17bc113980&vjs=3
Applied Intuition,Scenario Engineer,"Mountain View, CA",/rc/clk?jk=17e044807620b19f&fccid=00f9ae225292fb3a&vjs=3
Infinera,Firmware Engineer 2,"San Jose, CA",/rc/clk?jk=63f1f57774f069b9&fccid=3ba5a058188ad02f&vjs=3
Verkada,Software Engineer - Platform Infrastructure,"San Mateo, CA",/rc/clk?jk=75c94a232499b711&fccid=17b2ec97e4ece7cf&vjs=3
Astranis,RF System Engineer Associate (Summer 2024),"San Francisco, CA 94107 (Dogpatch area)",/rc/clk?jk=8b9c2d1c0e02fe7c&fccid=bc11c7f77a065fb8&vjs=3
Chalk,Developer Advocate,"San Francisco, CA",/rc/clk?jk=a61230c57faed3dc&fccid=cb7c4fd31cb4da06&vjs=3
ByteDance,Video Coding/Transcoding Algorithm Engineer,"San Jose, CA 95110 (Downtown area)",/rc/clk?jk=ce585ed393e92161&fccid=74fbc768a4e5bece&vjs=3
University of California Berkeley,Legal Data Researcher - School of Law,"Berkeley, CA 94720",/rc/clk?jk=2ed013fd1e98efef&fccid=db52f1353185d77b&vjs=3
TikTok,Research Scientist - LLM [Large Language Model] - TikTok Trust and Safety,"San Jose, CA",/rc/clk?jk=8f70e75695592499&fccid=caed318a9335aac0&vjs=3
Adobe,"Computer Scientist, ML","San Jose, CA 95110 (Downtown area)",/rc/clk?jk=e47e92153ae88286&fccid=f89deb5a97c7738a&vjs=3
Federal Reserve Bank of San Francisco,Research Associate,"Hybrid remote in San Francisco, CA",/rc/clk?jk=24869f76363f18f7&fccid=930b1e7129637954&vjs=3
TikTok,"Software Engineer, TikTok Brand Ads","San Jose, CA",/rc/clk?jk=41bcfda103af0440&fccid=caed318a9335aac0&vjs=3
ByteDance,Software Engineer Graduate (Cloud Native Infrastructure) - 2024 Start (BS/ MS),"Mountain View, CA",/rc/clk?jk=8d24b68dce97b5bc&fccid=74fbc768a4e5bece&vjs=3
Tesla,"LLM Engineer, Dojo","Palo Alto, CA",/rc/clk?jk=8910644995ebfbc5&fccid=86e9be6ce380173e&vjs=3
Tesla,"Software Validation Engineer, Update Systems","Palo Alto, CA",/rc/clk?jk=61dcefea32dd9784&fccid=86e9be6ce380173e&vjs=3
University of California Berkeley,"Staff Research Associate 2 (9617C), OPT Research Support - 52914","Berkeley, CA 94720",/rc/clk?jk=2c9ad7e256ed7bde&fccid=db52f1353185d77b&vjs=3
Apple,Data Engineer,"Cupertino, CA",/rc/clk?jk=e274d4e32ca5299b&fccid=c1099851e9794854&vjs=3
Oculus,"Research Scientist, Vision (PhD)","San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0DYl4UJW4r1Vl7FEn6T9F-rD9lpC-0oMJVSiWjK_MGUd5J0zhK0_YWmBFI6gXg_Kl9ho8kqmc_zWZ-5uAgboojVhEvgq8AThXGr5BxKpFmgnqMNEMoIBL1_GUMUxJP_LLo5x58rvIK6NbKmakrvIhYyu4vpI_1wbAHGGO-f9ofAKhdmDVdz3NBInkttgjlmmoCiYTPrClyu7x5FE-tr9Ptk0wY4wk-BzV06IH0VjRBB53pbC7teWB4S8zCvpiPPNgvZwY9SsLQWTomLPr-7kb5hC8fndefrwVfYDYRwxU81leoGvzaAhbw5vgy2nrqd88ElCPpRh4SfRfeDVlW_JdcDPmlmxFYi5b6aNUZ_ZsPl3xU521Qbd1QdbXY1nMIAjhWuijGbQHJBndBuD2AtKewAHh8SvO_qj-k_uD_GHD5l81ytr6ja4UL9DxNDmgBLLwEdLUO0OLxuAJ5o9fgVWbgfGju2XC3cHZWfNj8MntKV3kISQNCfU7uAuUI2NgTd74ogvuPemLKPQWvXkNG9wJj3yvYahBBMLiUOyFCpUlZ-ILXABDTfM2voPWUW9xsblGHOPJfFZchchdZ5RY8dzqZGXKPYsqqz61ob1hdAPk5HGTz-FOXAK7KYskt38uJ1DbIfHYQar95Csap_ju3jM6ZD6JvUKCad2A3cDNo1Lz0uXlSpAczR9y1W58mV_bSmzDWRnwX_AiQikrrApP9KToAR9iPXoccw3RQ435mZBqS_wXLG_VgxQkLqAP2hI-TQpqyvHqWVZdx7IuUIsK0oo6MABnW3prXvnRMg1qYxVT4eeZaZkuc6qTcY86pDk3liVuRs9HLk11UpN9cY9doO5olVxUoCOKjQsXJxFfnTp_ZjrRu5LZnuLGeSvpdyRdWNetJ9x3SIjXf8YUcnwL6Zvof4pjN1TQBC0CphR3UGAZcrZxiWgMMbwwI81aEpMb4EPoMXtM0YsbJPshftq2moVDBBzsxiHzApqyoDDpo-OEWXMmCh2YLTio9g1Zh4bart_8mw77eiC3o72O4R8CNPqnsO7G6M2NhJdys0Dn_T6N5gIDz3avVU2TjYFNbVnTAZlJFB91SsOBsNqvNbu4qa41mVRRMzLsyi8mjyz3qDk9uqWaFeQo3aZDPRJu6-C6jOJovZ-zeEhQNE_ZlO7lljcayn4dwPZ23X2QQeTQYJYh2n92VwzNBV_jSUcgqJkpEMPFbn14mVGF3khuMNptLnl8Ca&xkcb=SoAQ-_M3IEwQkp3I450LbzkdCdPP&p=0&fvj=0&vjs=3
Cadence Design Systems,Application Engineer - New College Grad,"San Jose, CA",/rc/clk?jk=c76258eed285443b&fccid=391006290e845887&vjs=3
SAP,DevOps Engineer,"San Francisco, CA 94107 (South Of Market area)",/rc/clk?jk=d7b6bd5d11c14a99&fccid=156c7820d1988640&vjs=3
TargetCW,Talent Acquisition Data Scientist,"Remote in San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0A6TktYCN0VG50lat1bxG6ZYGRoV5Av1OVF6J5hGgtfkbuLupBOf1hB4AfOK0qYtBcdKI9ebBYEbaK1s7NrbAE0aZqeej8bvW5IOwDwBwGBmFVKZqIVgSuMnA5uZJZGifNzYenrWc-EaKM5ZjTAB4aqeFYOVO4vWXJvZw6cU1BPwMBBMtlxMjTF7Ea06R4SpUErq51IMKFWV63QrrSGBpl_48rLkAL1PoITndDJmMIkRWb5wD71DKlP_ycTSazbzvvKnboGVZIrPCKbWKvtz58I8nlqU6-wqQ6nrRItZMza5HB4QYri1trxVNraK9bivJmSfhBvastXcx4ftBoKhluhYKNEfkOoTHDsFDeHsAMZ_G09V6e0JdoHyrNKQJhnAXnkMzMAFwYtk5O2vsbLkplegV2tJWDE5SAS7xYQlQHuj0EJ7NqNdbmGW9mnofpWOhN3q-DsEqPvLWbYdx4liXKaw5HFvuaEDRxK862EJL5Q3xfz_OQUVHaqLsj3-d1MQQ9rhlt05HuO5Rh0iBobiaj6uf8VnOAUE4ShibSXOuNzyBX93EyngARzEcyYwQhfE_lowXMq-NyrDWe1uiQcGkdw5tTfylrctB9pacpAqy_6QKxYxgaXsmd4O1iFL_wBkBIIHMCOgRNFJDgQFRn2X3KbDiYbDXS1TGUKSUpoSywYEYSZVUMu1BXtSRC-LJSZFEj8RUL8edHVQ4YO73xci9hx7hRIMEdr8EW-p7_WjVdICFVx1Msd2WG14G0q5jedfkyATg25jH9jrSF-F87hNnYVNHJY_kz38t1LHa5Vu2Z8YZy7j2IS4-NXVqLzbYnXsFG6787VnmQQ9PNpaKsKgyDpjwT6fPaCNk4=&xkcb=SoDQ-_M3IEwQkp3I450GbzkdCdPP&p=13&fvj=0&vjs=3
Apple,iPhone Data Analysis Engineer,"Cupertino, CA",/rc/clk?jk=59f907be08bf5bc1&fccid=c1099851e9794854&vjs=3
theCoderSchool,"Coding Tutor (in-person/remote Fremont, CA) at theCoderSchool","Fremont, CA 94538 (Downtown area)",/pagead/clk?mo=r&ad=-6NYlbfkN0D779NqIiGI0q78WgjCh2jMVoBT9GmHZdwy_hfb4tVsySt4hzIOM69mz0hh_akIq9Cxj8iLh6kZxKWyLdQ8nI2EBIMYS9McpivB0lRBB0LxifF-_9IygvmNdVxjLNQybspiBzO_WLJ8f0KcD8y_-FfDmGaVle_bxKuBlcCVklJZKj-BzsiZJhzx329r4MeMHJlvyELfcnsz7M0sPc0mIyp2lNY2vgJkKS-bfrqHHwAr7-UKFmEs1Ea14rRivEsUhtcMpoHDoQEqH43pYKV8_X0tG2jMYfVmw6SgoR-71E6pJq6YQfwpgrQJEzQKWxtgEk5RE7usf16Gh9C8dJeJ5mZ2eh91npk-O2xfTDkJeMfiZiC0dVXpsYRF0FnUT170Zj65WNLfMwHFg4GZiwt6Q72sJlen-2J1nKgqhYte9iot4DZOHsPp1tzADs1pSOB1IHaMf_lv3fRLCeD9_jkR3RitdSFu64NIsipjzCWj4sWOcro3UgMsnUMUPK8cXdCXkWaCYqNGzj3kaVMDwkhrzlwmXjACLkSti3wtoh7Upgw8nOJpBfVwiiFwAieqhebuiIrcx0QSd-mqEHl18OkOlOA0JUcRGGwQ0Y4EDuoDsHMcIWtcdlBRU4UvFxZPHmqnBoc3HKQkA9AR4ZlQEvSuMtTewGxaGbpJMnvKGh0x69zC1A==&xkcb=SoAg-_M3IEwQQSXI6Z0HbzkdCdPP&p=12&fvj=1&vjs=3
theCoderSchool,"Coding Tutor (in-person/remote Fremont, CA) at theCoderSchool","Fremont, CA 94538 (Downtown area)",/pagead/clk?mo=r&ad=-6NYlbfkN0D779NqIiGI0q78WgjCh2jMVoBT9GmHZdwy_hfb4tVsySt4hzIOM69mz0hh_akIq9Cxj8iLh6kZxKWyLdQ8nI2EBIMYS9McpivB0lRBB0LxifF-_9IygvmNdVxjLNQybspiBzO_WLJ8f0KcD8y_-FfDmGaVle_bxKuBlcCVklJZKj-BzsiZJhzx8rxuIYtOHsBYbb-cu14RCeduMVV1bH4KClcKE4f6DsuMqybS5V0q6ZX-KR1RKRCPMnZE2_htojenz9_hEpit_WwxJh-WxioL7Re8HZdAUJUVR-_58t7dWIdxUbSSWBzUTwu4NnJHXot5SDUx-hGuWPTR7ojXYeZON4Q6PHX8wjTyhewnw1Gh2BsXabpqsFkS2GRhmImHRR1U2uOsYzCCyu2AN30NED4_XDrtkTuyhZmJk0CIAAFDGKozCKUsuW9mbflgCAEHTIpcNP-QwlZ7OmtmWk2BWjtzcE_t4vUdYUFGdYYJPavWEqyBmoslQrPtai_NKop-4qlVsYzIm8u9-bkAPxw_FQFvw1cdkzRBJtM_DFBqlNvPorCLsAL9sZstD3dbu8sDPrFAIGI8IJTz_zDj5FWOOWGB8ngumG6M-PyV93aBPwHYHXr8eX2qcY5Ya8kmM560R02Kday4gDtdY42lBJT-7qJqGP1JeMYp747paIidiB6nSQ==&xkcb=SoB0-_M3IEwQN23I450LbzkdCdPP&p=0&fvj=1&vjs=3
